temperature,cpu_usage,memory_usage,disk_io,temp_rate,temp_roll_mean,temp_roll_std,anomaly
88.49384644917113,97.90978715098606,59.474511826501995,47211.14322868176,3.575804882607975,89.428815992747,0.9935110756988168,1
51.56266709563744,10.304327513826863,40.78066050026939,43337.063533352884,0.08216971678469975,52.46764697607105,0.5857718386529678,0
44.47290550148305,23.71973919335547,67.28175493053251,49660.158823273676,0.4756574306709487,44.38889646241791,0.19510296852053272,0
41.59653391482168,24.090166663773232,25.64184304513109,17358.27777376448,-0.1933551656058099,41.28019898030632,1.3072029728338581,0
37.69278824371531,23.511528728615467,73.49630436404308,42957.0548670788,0.12152197203909376,37.86812314145429,0.40019032996219717,0
42.56439133590451,19.87472485811149,55.10808847004911,7154.590097907881,-0.2108600571461723,43.41035607988428,1.0064806095558814,0
39.9127963916428,9.85500339280153,52.78375402391583,39191.48152790054,0.3119270170722642,38.966098327869254,1.2481926003197712,0
41.50375361366457,5.832077406692703,68.05669274779828,49646.385130089824,-0.05648969229826051,41.065348348790145,0.7931524540090251,0
39.94371901117544,23.344247956177664,47.13031747023169,23845.169460697543,-0.2544176721638741,39.735265008938434,0.5416554266491587,0
40.82897314161662,28.554833822744,49.27735739656349,33634.02113131345,0.08458798306219528,41.38830715395573,1.4193443581809695,0
46.35801298460488,34.809085020939634,46.59240251571249,21372.218327419207,0.08101840466052157,45.78499596394274,1.810576307373294,0
36.21510848017397,26.763706673227766,53.47786828599308,6605.355164730179,-0.28452194572194067,36.18828034609949,0.3229392259045426,0
50.484869972148545,36.884925385952315,50.178257508399064,8439.042637703475,-0.17774838985770636,50.71604251822357,1.048416813300891,0
45.466475629231454,19.410405154929634,23.679737445196395,40353.59938280099,-0.12537397736453737,46.250898622361305,0.6754560784096555,0
36.247902513810914,9.34908961659563,32.79061842942006,46656.11001702105,-0.3160020948400213,36.71150995419122,0.6238348812345458,0
48.45399187300991,26.38177314165783,45.3752583959654,33172.370325364784,0.4603979335567482,49.087253070158766,0.9485337916419084,0
54.729652807127664,25.520800765147197,39.47043130044504,38562.611667298996,-0.171175633458303,54.79070419785535,0.27739916250327645,0
46.53585385136252,5.938010031182915,24.89335870181903,35525.04221883409,0.09442448818297389,46.8223938213773,1.004357769170259,0
45.14419846413913,15.971409126841401,42.91767261672567,26633.63631298341,0.23412218773268123,45.50430638176279,1.8109583822654651,0
41.835156481533126,39.657721911671004,40.7296955861233,41499.96332009564,-0.47770560568576903,42.73695039618141,0.6100764988431752,0
48.04945465396114,38.01721535010351,77.7043520439264,37528.14043129626,0.4660073841082826,47.648255749262674,0.1538421722751526,0
39.635616686260526,34.584757157021365,67.00894839746914,30563.68089479285,-0.14872885642394507,39.79282602878483,0.8604708414251943,0
41.96860167346874,22.756703745313175,34.745646453250615,34879.82653686393,-0.043479157654229716,41.62946154326281,1.1569220760556969,0
36.19866779829585,10.060883943334598,41.502111032711,1592.8296774969235,0.27465088831216344,35.47135309839988,1.782129666624692,0
41.60497419551795,39.36841256053363,62.153404980385424,15034.20891465213,0.3562462102209982,42.46751518556362,0.17247002416329982,0
40.187542308041664,11.262075782775312,57.197139825490176,49052.737832458355,-0.08065158605450484,40.199396522393826,1.8566159744308812,0
94.37384086699527,80.8791921705363,54.22997624341153,31778.777917540334,4.60465760738385,95.35688268562554,1.5260701577116567,1
41.38871763526751,27.531723826760743,46.33573297090697,7050.238033783925,0.24401923564489136,40.875824169465815,0.4198361790581041,0
39.42971905209221,38.852856411304636,50.59800995487433,11000.546243732508,-0.3239331250429244,39.56724343597072,0.7218917705061823,0
72.94708002788663,93.60666408641828,33.50307891975375,5975.890013247526,4.806683911434249,72.67318922089403,0.30896229969515976,1
41.71903378405113,18.006286921253853,32.74675228837957,21309.789485201774,-0.29986352606890965,41.30055136407163,0.6229038279763329,0
51.7885413911024,34.78161204051875,57.483398675271786,12899.746104974955,-0.15399312368861207,51.63076068874275,1.867874119280809,0
50.74104445170637,33.70332917568087,45.73638165749746,20694.51407540449,0.1683006096208124,51.66670305550726,0.8976774623692341,0
46.81070110998085,29.38946022992423,24.776015166034316,24089.632048884727,0.17926274513221718,46.44166075345497,0.5375842840343472,0
54.633329686056975,6.040654030139972,70.0218796040171,29668.69815587848,0.16956602915439922,55.42950810627168,1.494748491751164,0
47.21144209768886,25.050073697349397,78.83778904593478,32525.463599557872,-0.24500296287205447,46.685449657426204,1.3640122953178793,0
51.454252472167376,32.34371365752611,25.312399941521342,41791.474884043404,0.3123343375711669,51.37880795054429,1.7135478585654567,0
44.03395633669082,8.399918558097474,36.216266409909686,31965.341386259584,0.0017976727994855057,43.077969826230635,1.8962928221954471,0
42.92306611178522,27.804725065762014,25.906725657843822,35915.09375575507,0.26046630763966183,43.29656935964629,0.21556749584995624,0
35.9297707209518,24.479257882615308,54.040406035997584,21454.763410164243,-0.24224484789798162,36.04108888674085,1.0702053077649525,0
37.70875082183601,18.35535349880376,28.335455497471877,6368.242706133072,0.3099698880101559,37.83596532370631,1.130663293902319,0
93.01064804874206,82.26310049885942,51.59704132576486,38124.563530445295,3.2072109810953613,92.32673504911548,1.077448064006548,1
35.87924159171177,7.2452393278788385,46.78047167478831,34005.968820988324,0.4034343330836686,36.080125940098576,0.16886214602168637,0
42.34427949096758,23.163884255003705,29.192377266088762,32991.48544178129,-0.406229002707841,41.9778333371613,1.0529818137186855,0
41.7708996169245,10.148055497582435,53.069210181115494,16841.792534385764,0.08882124822545978,41.81217248021252,0.4653919505069196,0
42.2223840767706,29.468739331354787,43.98263067893447,5778.866446111261,-0.3035647541209605,42.442306879693675,1.203893863300207,0
40.59024442553021,28.76021337965481,28.32118464256895,37555.34928333505,-0.26026128980996466,40.60892915006605,0.6186313521181263,0
51.715231189972364,7.937845485674326,68.77779022776308,49328.57112553152,-0.16034123797158295,51.83650879230749,1.1578504510985042,0
40.93857138063237,20.825759889460123,75.04526495125181,8825.38086717969,0.37788332286672,41.308585295488676,0.1362315333966198,0
46.558809663030054,31.338632157478173,75.23312124695045,21168.05225222971,-0.20757381453983959,45.629234856492324,1.7990963735857342,0
51.929607120634984,5.78340562679247,32.86891416385739,47687.05834346165,-0.3620851527350891,52.89933965351703,1.0602920091061563,0
53.27574931156839,29.717072496973163,35.49713082400101,19338.026744995917,-0.29297702765955824,53.296148168763594,0.9929400800616038,0
38.89387089904744,12.759902236259293,59.87109487202329,49774.331991437,-0.39320729991827796,39.778364055437976,0.9522812904234955,0
36.21555519752556,27.80731337263969,59.43849982444097,9758.646623166163,0.31090546629989413,36.80535648391704,1.3506492249230955,0
46.059140717134596,18.840739731052516,62.723746450463295,14196.43129757252,0.2726518235388684,46.47667564118577,1.6259371650553385,0
48.61290591053903,21.302611437438106,27.438284502288553,41158.938308998,0.20066511568180945,47.767819170436525,0.777866609767268,0
46.21625523697226,8.799386552219364,70.62559245133757,29993.75895816286,0.05711984302263007,45.93020243244693,0.9157096504615012,0
41.40698935609086,24.9048726497824,47.425151809281495,13118.463434470103,-0.27148808491330134,40.518481098461244,0.1067278080129205,0
76.62572262855139,81.02166708855353,72.46413396604513,39209.17497723961,2.7100452689521384,76.52413280544768,1.5958980700511864,1
54.6524089462491,15.05539692127396,64.58486219043314,22255.07187759846,-0.11587083134765763,54.24372143155057,0.30505327330845255,0
52.84497777133516,36.69758231295888,44.63276214661839,47548.411442844066,-0.05533500587248519,52.49520498843346,0.6077162855583855,0
41.80794303858461,37.93310302093939,54.18469416884963,7790.06475579976,-0.4380928757422139,40.960005438537635,0.1050733105831746,0
